iteration,adjusted_spearman_rho
335,0.654267379126716
336,0.6944774320475875
337,0.6968209162536936
338,0.7150519703906705
339,0.7140479593720512
340,0.6993708317564021
341,0.743118573966089
342,0.7154612705569363
343,0.6892769746359094
344,0.686912408613906
345,0.7304815629110255
346,0.7224432425428339
347,0.7515387727759844
348,0.7076290595189411
349,0.7283953246735358
350,0.6901889864151581
351,0.7264380141663564
352,0.6527219390457234
353,0.7094132094667109
354,0.7114824400109314
355,0.6869270752826132
356,0.6941056248909978
357,0.6568913119639785
358,0.7139759469153251
359,0.7095935827840405
360,0.6945374183704291
361,0.6807327237653772
362,0.6863332702666473
363,0.709576246062877
364,0.7162528880583786
365,0.6709598346875042
366,0.69305162106226
367,0.721846627967073
368,0.6796669467362764
369,0.7000989808959601
370,0.7331416675939632
371,0.7111465548564726
372,0.6703551425421702
373,0.691087606887342
374,0.704209129860986
375,0.6993386480239335
376,0.6726457364788466
377,0.6867084781507503
378,0.6978678614604152
379,0.6990995621361445
380,0.7234643438913176
381,0.7311127398909336
382,0.7033331660483095
383,0.7282199505325314
384,0.697398777195283
385,0.6999837263745531
386,0.7130137223903208
387,0.6946070974565139
388,0.7633102418310651
389,0.693676975528663
390,0.6999265901347197
391,0.7573405246777892
392,0.6760411773790966
393,0.7269828141704276
394,0.6776579525191625
395,0.7016114334731938
396,0.6659837100499129
397,0.6581253089565701
398,0.6987543214863856
399,0.6853096605648279
400,0.6862573386744787
401,0.6960718513768989
402,0.6952160387547008
403,0.6942468465229635
404,0.7102283306984402
405,0.7489373359485071
406,0.66912764880851
407,0.6872446006565313
408,0.731546142360049
409,0.680899158560529
410,0.6768206770937446
411,0.7366166949818433
412,0.6926505637262028
413,0.7218751960869897
414,0.6844449245476321
415,0.7054096285787368
416,0.7120458130672893
417,0.7318323337042147
418,0.714709398789707
419,0.7090238331438381
420,0.7365718022162486
421,0.7106552767450485
422,0.720606348258331
423,0.6956511924384324
424,0.710778740265635
425,0.6965829722782163
426,0.714933826218459
427,0.705023621309142
428,0.7057526560857204
429,0.7049397024515354
430,0.6995688955647049
431,0.7413801272365491
432,0.7076023593185949
433,0.7341140847463135
434,0.6979244815827274
435,0.6669675246795451
436,0.6988730131765409
437,0.7069966523005565
438,0.6998194150588675
439,0.7098329313177671
440,0.6861804380539139
441,0.7206034965087584
442,0.696015225278453
443,0.701619123703536
444,0.6973249337114571
445,0.6547913421002292
446,0.6578833726910254
447,0.7082527941916988
448,0.7320123807105479
449,0.7146468696384969
450,0.7079333982790517
451,0.6897599984287532
452,0.717847983932479
453,0.7044098719179009
454,0.6913550063334558
455,0.7122031841080791
456,0.7152723074465566
457,0.7153053393373168
458,0.7382036621268924
459,0.7293257827617546
460,0.6786495467967899
461,0.7020459495310938
462,0.6999409188285938
463,0.673755896638507
464,0.6992602578209234
465,0.7057797387751579
466,0.7360274304983208
467,0.7076310549747612
468,0.7214107090658437
469,0.7244067092999136
470,0.7501246985839777
471,0.6811680483944007
472,0.7071130478200401
473,0.6815531672547577
474,0.695557708367455
475,0.702842068801221
476,0.7108624040560614
477,0.6994452683286227
478,0.6763490067954521
479,0.6958515962597457
480,0.6784701033050058
481,0.674335676429317
482,0.702769755747682
483,0.7009241786793117
484,0.7076731419371386
485,0.7155797154589387
486,0.7030232151061611
487,0.7201605528237071
488,0.7083097205266115
489,0.7615392247938694
490,0.6992364914879814
491,0.7019841772141824
492,0.6619244009701698
493,0.7349806935625373
494,0.6554152054465648
495,0.7422213090626809
496,0.710108228523017
497,0.7111279345616521
498,0.6956728736008693
499,0.6786678710340622
500,0.7337434304475234
501,0.7218835674463112
502,0.7293438929103566
503,0.6972452680225357
504,0.7312396727521923
505,0.6863998841970794
506,0.7138694086111859
507,0.6612667396896795
508,0.6708817397168851
509,0.668488819693385
510,0.666518384510978
511,0.6586183220987842
512,0.681790552828836
513,0.7049713763981641
514,0.7478697620224657
515,0.733776623829797
516,0.7022238178425153
517,0.6787974069069705
518,0.6826493819338326
519,0.7266102807615078
520,0.7039275747099442
521,0.7268398460254776
522,0.7016036090210235
523,0.7049176386789426
524,0.728088982562859
525,0.7374084401205115
526,0.6779835114749169
527,0.6958320388404052
528,0.7290560900671312
529,0.7237180487439822
530,0.6890453248526884
531,0.7090870540176646
532,0.6893428273030148
533,0.6974818091835548
534,0.7160866626616167
535,0.6842996204775371
536,0.7515099178902351
537,0.6678311152121118
538,0.7074505087580757
539,0.7104007144070233
540,0.7332299567071986
541,0.695278365117709
542,0.6745672822586418
543,0.6962861566908013
544,0.6862362989383753
545,0.7076085713043146
546,0.7085567582578945
547,0.6918633658244738
548,0.7373894707092656
549,0.7142992877865735
550,0.7415885214817305
551,0.6838785763077495
552,0.6573528655925184
553,0.6953370318000199
554,0.68526404628546
555,0.7072717853595585
556,0.6968469336519361
557,0.6866284291709871
558,0.7049034821543311
559,0.7291980724681436
560,0.6678828097534995
561,0.6939263089125859
562,0.6872812833308197
563,0.6935006371074164
564,0.7156349386620706
565,0.7118864748755181
566,0.6788750741623347
567,0.6601444628606843
568,0.726741979372803
569,0.6821702282439793
570,0.7090201345928347
571,0.6746646339091772
572,0.6852919767259098
573,0.7282595796468727
574,0.6705764179352752
575,0.7313156377223513
576,0.720532667934166
577,0.6895183568025597
578,0.7248075908550782
579,0.7403928690652214
580,0.7024708107785533
581,0.7104585789336262
582,0.6852481880925072
583,0.6787689640026441
584,0.700746437832612
585,0.7323992790375364
586,0.7153430444535308
587,0.6898954814927103
588,0.7147599942991307
589,0.6666335497517362
590,0.6591200061982635
591,0.7049279691158213
592,0.7099261603281356
593,0.6908925993147191
594,0.7029443528734229
595,0.6843933562537259
596,0.6548342777924635
597,0.6942449830258799
598,0.6972364680213113
599,0.7138659651322263
600,0.7166813280223
601,0.7024754916746238
602,0.6962627287553997
603,0.6860139194364849
604,0.6722837885793208
605,0.6869952234483077
606,0.717227101405488
607,0.705309040061577
608,0.6790542625930623
609,0.6936419472900265
610,0.6947607343435281
611,0.7428058550620592
612,0.7150178726123235
613,0.7221502102913485
614,0.6824434544088183
615,0.7193964015392154
616,0.7158767380081151
617,0.6883711682371537
618,0.7032856020355808
619,0.6816200803287135
620,0.7156087574573712
621,0.7362895644598259
622,0.6920548811403806
623,0.6767731060756668
624,0.6919750875791483
625,0.7605159224235222
626,0.6767009224825647
627,0.673650255002387
628,0.6820365702543689
629,0.7108623133953421
630,0.7458624365778092
631,0.6802236424659036
632,0.70337499793552
633,0.6726779602566493
634,0.6822143992898795
635,0.7230454687135783
636,0.7077883071705529
637,0.724572541562002
638,0.7162076583609758
639,0.7062947751902457
640,0.7231210515975419
641,0.74111769063497
642,0.7393947231621704
643,0.7166024287751404
644,0.7201784997463637
645,0.7388736571627726
646,0.7471179358309072
647,0.7269041242993891
648,0.7425280482556464
649,0.7364481256507597
650,0.6790571116927487
651,0.7304892960413081
652,0.699109420802462
653,0.7147092348685419
654,0.70724976668836
655,0.7068252809496101
656,0.7300285419731789
657,0.7237391845267925
658,0.6903177980354968
659,0.7133864288030449
660,0.7181517752790934
661,0.7105886206036399
662,0.6869606611224545
663,0.6755244418121017
664,0.6990441668235419
665,0.7143606327226445
666,0.7246657354394261
667,0.671256143341055
668,0.6914213692739024
669,0.738661054221085
670,0.6952176967259461
671,0.7425068298858792
672,0.6921428811470124
673,0.702597333611874
674,0.7119195067662782
675,0.73433005044378
676,0.743511895785024
677,0.6659245332300855
678,0.6751190901766849
679,0.70128481309624
680,0.6935089218296707
681,0.7139267544014094
682,0.7272369939321451
683,0.7029740239922583
684,0.7034825558468542
685,0.7242519154508823
686,0.6794460972789197
687,0.6892896843069762
688,0.7371288336203445
689,0.7266162749656225
690,0.6892995485535331
691,0.7097998911733382
692,0.7107945094365686
693,0.7159090046772135
694,0.6618339777634172
695,0.7274119272921002
696,0.6788589203481881
697,0.6900784124796794
698,0.6777214676822465
699,0.7022810368391065
700,0.7033525964084828
701,0.7004218580566104
702,0.7126013156002685
703,0.7293934234904201
704,0.6904320264948963
705,0.7280643680635417
706,0.7309911046016668
707,0.692679087677096
708,0.6805879701312799
709,0.7320575627210582
710,0.6900250187892805
711,0.7081928521543737
712,0.6580445785105554
713,0.7371243363251445
714,0.6737573841092646
715,0.675046606531197
716,0.7154743705033104
717,0.7050930459958268
718,0.6744026759657618
719,0.6659264462738298
720,0.7115015704495955
721,0.6757082646364609
722,0.6683112469202395
723,0.676531212966667
724,0.7184408182343704
725,0.6884798291218369
726,0.7122170121528693
727,0.6896180901497689
728,0.680192268548495
729,0.7248263498087658
730,0.7287292492145102
731,0.7168114511220356
732,0.6939295806047009
733,0.711898508680182
734,0.6832348604568323
735,0.6613921078150695
736,0.7174947542742995
737,0.7494388405016418
738,0.6907438966726761
739,0.6861301850417078
740,0.7062584273567838
741,0.6784167088811708
742,0.7050135459447789
743,0.7084360637824146
744,0.6697527040077964
745,0.6770934771143036
746,0.7297286232665969
747,0.701084619281344
748,0.6850680632225332
749,0.7209294792043829
750,0.7082064985330839
751,0.7250188482670991
752,0.7226640077909403
753,0.7144449341836488
754,0.7115197259704776
755,0.7071201898504749
756,0.6703695120985366
757,0.6970793047283943
758,0.7198982209583661
759,0.687629461258153
760,0.6989615617271132
761,0.683006060395819
762,0.689264687202049
763,0.6965265625520108
764,0.7201199606040515
765,0.7027878658951292
766,0.6942231300537043
767,0.6988567331013676
768,0.704926138656396
769,0.7019614690082717
770,0.7060007216001926
771,0.701832491849164
772,0.7134087021554194
773,0.7251616777036596
774,0.7007910308346998
775,0.7736979136277179
776,0.687003003160031
777,0.7181253752754204
778,0.7437612291689466
779,0.6928267746541656
780,0.7094407943569859
781,0.7669406889444892
782,0.715587622707424
783,0.7117612796580803
784,0.7140621978985144
785,0.7233332366183394
786,0.7098807944182033
787,0.6950126184365438
788,0.7263925300488218
789,0.6957430241005947
790,0.7477011591004573
791,0.6905153076659034
792,0.7335139459303675
793,0.7565010327885556
794,0.6929222601415882
795,0.690970739613326
796,0.7222838222307986
797,0.7132446539666905
798,0.7014970715126418
799,0.7133034392634607
800,0.69514389756543
801,0.7073331380752992
802,0.7295488901985446
803,0.6972043733458164
804,0.7021777772534635
805,0.6990559831172753
806,0.685471165168064
807,0.7114863482647731
808,0.7317046699183367
809,0.7101415237968325
810,0.7123183493341496
811,0.6887337977141053
812,0.6950479459776909
813,0.7375435815305833
814,0.7018766261273504
815,0.7137618500306401
816,0.6962066128055633
817,0.6705199193766899
818,0.6921343803549339
819,0.7239319731847442
820,0.7463078255732688
821,0.7249692255029706
822,0.7052931054217909
823,0.7182146147123032
824,0.7308452031320923
825,0.7040106457071866
826,0.7052389025122426
827,0.7530800484510259
828,0.6883587574753788
829,0.693267118204565
830,0.6665443168990044
831,0.6848835654397882
832,0.6644997834115901
833,0.7558239910367532
834,0.6977750091076946
835,0.7014728015521675
836,0.6948479691382738
837,0.7690784026543929
838,0.7176871247165666
839,0.6819915499582502
840,0.722042605139456
841,0.6900071592469291
842,0.6760522712387343
843,0.7425175284216244
844,0.7027959833991305
845,0.7166051070367242
846,0.6862765128732595
847,0.6952614027943451
848,0.6994106230688235
849,0.746785544070348
850,0.7341560909881939
851,0.70646511858066
852,0.7238265930204247
853,0.69050085659733
854,0.6997742289397002
855,0.700075042329287
856,0.7090433090812526
857,0.6753557113538436
858,0.7033063007498679
859,0.6931880015164076
860,0.709974706371681
861,0.711881756033981
862,0.7104814901539521
863,0.7038093485989998
864,0.7026535323018115
865,0.7064175475595487
866,0.6843724805614169
867,0.6861548432911143
868,0.7742743282122845
869,0.7042067964841313
870,0.7273684026605595
871,0.6903890908035851
872,0.7352094129410419
873,0.7221608418515869
874,0.7026512297650331
875,0.6961132562708355
876,0.7241607732165772
877,0.7158264524865281
878,0.7193927488622984
879,0.6795597754188386
880,0.6765901347139953
881,0.6971130129316713
882,0.6614342791315942
883,0.7085939988451606
884,0.7089530586193663
885,0.7040299414302584
886,0.7046164429701819
887,0.7322017720654002
888,0.6834269268669693
889,0.7152745574874805
890,0.6846295097455606
891,0.7132436702484006
892,0.7209498746223226
893,0.7002798655461899
894,0.7162796344861634
895,0.6943700075533364
896,0.7007578714097965
897,0.721529363788568
898,0.7521156192698374
899,0.721305282583682
900,0.741674735991977
901,0.7557050478981577
902,0.6970999211507101
903,0.7424838733580184
904,0.7062240376017722
905,0.696742947165237
906,0.6576839059966068
907,0.7143178260934735
908,0.6809009033711992
909,0.7091641311394206
910,0.6734165656207538
911,0.6973046999148624
912,0.7314425486745348
913,0.7218075203667448
914,0.6873311101214354
915,0.7136546285641349
916,0.7167992629423665
917,0.6869529213355952
918,0.7279165882318791
919,0.7362293203943564
920,0.7209619193903168
921,0.7270385475150691
922,0.7072227740999862
923,0.6754469428443087
924,0.7049613010331585
925,0.6988665917986546
926,0.7023443843932852
927,0.6890148436890273
928,0.7458756851964422
929,0.6909169633744578
930,0.7201407490140666
931,0.7238846220214065
932,0.688808661497411
933,0.7604145616544448
934,0.7365388172910889
935,0.7136084239223371
936,0.6916788649783219
937,0.6695937084331613
938,0.6864745328937455
939,0.7316613075934633
940,0.6743231778768535
941,0.7042490487071198
942,0.7065442361104262
943,0.68911972243009
944,0.6509052267926165
945,0.6803161496293652
946,0.6686805489440537
947,0.7185519023148802
948,0.6947153314386604
949,0.7008887682962733
950,0.7053658010887148
951,0.6772016710309626
952,0.7119139773097766
953,0.7457123263928523
954,0.7008923774585688
955,0.7039138834430967
956,0.6905369888283402
957,0.7339561609390343
958,0.6937769639547477
959,0.6836482022459641
960,0.6572117686092744
961,0.6921135085447714
962,0.7061001548609025
963,0.6938809892935927
964,0.7067848893540507
965,0.6996384028251846
966,0.7346562881911325
967,0.677601964109146
968,0.7644325909427601
969,0.7004905619012305
970,0.7396420159501995
971,0.7007595293810417
972,0.6509274181000518
973,0.6687366648903118
974,0.7224903848833467
975,0.710225570190697
976,0.6928944964027183
977,0.6923649658942619
978,0.6832011473161763
979,0.7108124467217376
980,0.7387079404579224
981,0.6846223274934903
982,0.6990066327785803
983,0.6638994274578562
984,0.6885133272502925
985,0.7303796958209491
986,0.7059650489458676
987,0.7069822780729024
988,0.7192529232583836
989,0.7304347571014426
990,0.7125539908702143
991,0.7050083995374062
992,0.6930838043938168
993,0.7268654808132875
994,0.6985512007730739
995,0.6806563729608923
996,0.6725326106960522
997,0.7220302447153116
998,0.7262652488716927
999,0.711743679653387
1000,0.6973920622458578
